ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Restock_Frequency_Index,Shipment_Frequency_Index
333,A,Ship,3,1,215,3,medium,F,22,1500,1,0.13636363636363635,0.5
334,B,Ship,3,2,211,3,medium,M,8,3710,1,0.375,0.5
335,C,Ship,4,2,220,5,low,M,33,1714,1,0.04545454545454545,0.4
336,F,Ship,3,1,194,4,low,M,64,2026,1,0.046875,0.5
337,D,Ship,5,1,262,3,medium,F,58,5082,1,0.0517241379310344,0.3333333333333333
338,F,Ship,4,3,201,2,low,F,1,1891,1,3.0,0.4
339,A,Ship,3,1,261,3,medium,M,15,2989,1,0.3999999999999999,0.5
340,B,Ship,4,2,191,6,low,F,60,3425,1,0.0499999999999998,0.4
341,C,Ship,2,2,255,5,medium,F,53,3775,1,0.05660377358490555,0.6666666666666666
342,F,Ship,3,2,169,2,high,M,30,4607,1,0.15000000000000002,0.5
343,D,Ship,4,2,162,2,medium,M,64,1918,1,0.018750000000000003,0.4
344,F,Ship,2,2,248,6,low,F,62,2750,1,0.024193548387096746,0.6666666666666666
345,A,Ship,5,1,197,4,low,F,2,2222,1,1.5,0.3333333333333333
346,B,Ship,5,3,264,3,low,M,6,2882,1,0.2499999999999999,0.3333333333333333
347,C,Ship,5,2,260,2,medium,F,55,1117,1,0.1090909090909089,0.3333333333333333
348,F,Ship,5,2,186,2,medium,F,58,2259,1,0.0517241379310344,0.3333333333333333
349,D,Ship,4,2,233,4,low,F,44,2551,1,0.03409090909090905,0.4
350,F,Ship,5,1,161,3,low,M,47,1954,1,0.01276595744680848,0.3333333333333333
351,A,Ship,4,2,188,3,low,F,13,2409,1,0.2307692307692307,0.4
352,B,Ship,5,2,171,2,medium,F,22,1695,1,0.13636363636363635,0.3333333333333333
353,C,Ship,2,1,267,3,medium,M,15,4409,1,0.19999999999999996,0.6666666666666666
354,F,Ship,4,1,255,2,high,M,47,2956,1,0.09574468085106376,0.4
355,D,Ship,3,1,132,3,low,F,56,1303,1,0.0267857142857142,0.5
356,F,Ship,5,1,266,3,low,F,31,4135,1,0.04838709677419349,0.3333333333333333
357,A,Ship,3,2,198,2,low,M,25,2774,1,0.12,0.5
358,B,Ship,2,1,247,2,medium,F,62,4203,1,0.09677419354838698,0.6666666666666666
359,C,Ship,3,1,140,3,medium,F,65,1291,1,0.04615384615384605,0.5
360,F,Ship,4,3,131,5,low,M,6,1659,1,0.09999999999999996,0.4
361,D,Ship,5,1,246,3,medium,M,49,3236,1,0.0612244897959183,0.3333333333333333
362,F,Ship,3,1,159,3,medium,F,4,1681,1,0.30000000000000004,0.5
363,A,Ship,3,1,203,2,medium,M,61,3642,1,0.0491803278688524,0.5
364,B,Ship,4,2,187,4,high,F,29,3141,1,0.15517241379310334,0.4
365,C,Ship,6,1,146,3,low,F,62,1936,1,0.024193548387096746,0.2857142857142857
366,F,Ship,3,2,234,3,medium,M,39,2099,1,0.15384615384615358,0.5
367,D,Ship,3,2,122,3,high,F,15,1354,1,0.30000000000000004,0.5
368,F,Ship,3,1,135,3,low,M,8,1074,1,0.07500000000000001,0.5
369,A,Ship,3,2,103,3,low,M,3,1403,1,0.5,0.5
370,B,Ship,3,1,257,3,medium,F,19,2625,1,0.1578947368421052,0.5
371,C,Ship,4,2,169,2,low,M,2,1399,1,0.75,0.4
372,F,Ship,4,2,159,3,medium,M,18,1808,1,0.06666666666666667,0.4
373,D,Ship,4,1,188,3,low,M,38,3031,1,0.0789473684210526,0.4
374,F,Ship,5,1,136,3,medium,M,19,1420,1,0.1578947368421052,0.3333333333333333
375,A,Ship,5,2,227,3,low,F,19,3007,1,0.0789473684210526,0.3333333333333333
376,B,Ship,3,1,262,2,low,F,53,3275,1,0.0283018867924527,0.5
377,C,Ship,2,2,157,2,low,M,45,1965,1,0.01333333333333332,0.6666666666666666
378,F,Ship,5,2,238,2,medium,F,21,4433,1,0.2857142857142856,0.3333333333333333
379,D,Ship,3,1,152,3,low,M,43,1282,1,0.01395348837209298,0.5
380,F,Ship,3,2,201,3,medium,M,5,2040,1,1.2000000000000002,0.5
381,A,Ship,3,3,148,2,low,M,54,1778,1,0.0111111111111111,0.5
382,B,Ship,5,1,199,4,low,F,59,2885,1,0.050847457627118404,0.3333333333333333
383,C,Ship,5,2,215,2,low,F,45,3501,1,0.0333333333333333,0.3333333333333333
384,F,Ship,4,2,175,2,low,M,40,1803,1,0.037500000000000006,0.4
385,D,Road,4,1,236,2,high,M,23,3123,1,0.1956521739130434,0.6
386,F,Road,2,1,182,2,medium,F,57,2896,1,0.0526315789473684,1.0
387,A,Road,3,2,251,3,medium,M,42,3698,1,0.0714285714285714,0.75
388,B,Road,5,2,173,3,low,F,7,1855,1,0.2142857142857142,0.5
389,C,Road,4,1,225,3,low,F,62,2587,1,0.024193548387096746,0.6
390,F,Road,4,1,167,4,low,F,20,1705,1,0.07500000000000001,0.6
391,D,Road,4,2,259,3,low,M,20,4597,1,0.07500000000000001,0.6
392,F,Road,4,3,178,3,medium,F,63,2752,1,0.047619047619047554,0.6
393,A,Road,4,2,178,4,medium,F,13,1614,1,0.09230769230769229,0.6
394,B,Road,5,2,169,2,low,F,20,1765,1,0.07500000000000001,0.5
395,C,Road,3,1,272,2,low,M,33,2321,1,0.04545454545454545,0.75
396,F,Road,4,1,183,3,low,M,29,4020,1,0.0517241379310344,0.6
397,D,Road,3,1,205,3,low,F,10,2728,1,0.15000000000000002,0.75
398,F,Road,2,2,123,4,low,F,53,1036,1,0.0283018867924527,1.0
399,A,Road,4,2,152,3,low,M,58,1453,1,0.01034482758620688,0.6
400,B,Road,3,1,220,2,high,F,40,1232,1,0.22499999999999998,0.75
401,C,Road,4,2,134,3,low,M,51,3398,1,0.029411764705882353,0.6
402,F,Road,3,1,217,2,high,M,19,2992,1,0.2368421052631578,0.75
403,D,Road,3,2,265,3,low,F,49,4862,1,0.03061224489795915,0.75
404,F,Road,4,1,249,5,medium,M,36,1519,1,0.08333333333333325,0.6
405,A,Road,5,1,213,4,medium,F,50,2003,1,0.06,0.5
406,B,Road,2,1,124,3,low,F,56,1494,1,0.0267857142857142,1.0
407,C,Flight,4,1,180,2,low,M,23,1080,1,0.13043478260869562,0.2
408,F,Flight,4,1,193,3,medium,M,65,1657,1,0.04615384615384605,0.2
409,D,Flight,3,2,192,3,medium,M,43,5782,1,0.1395348837209301,0.25
410,F,Flight,2,1,166,3,medium,M,3,1832,1,1.0,0.3333333333333333
411,A,Flight,3,1,264,3,medium,M,5,3861,1,0.6000000000000001,0.25
412,B,Flight,3,1,200,2,medium,M,14,3528,1,0.4285714285714284,0.25
413,C,Flight,4,2,142,4,medium,M,12,1396,1,0.09999999999999996,0.2
414,F,Flight,4,2,215,2,low,M,32,4669,1,0.046875,0.2
415,D,Flight,2,1,218,2,low,M,15,2745,1,0.1999999999999998,0.3333333333333333
416,F,Flight,3,1,115,3,low,F,27,1814,1,0.0555555555555555,0.25
417,A,Flight,4,1,159,3,low,M,33,1330,1,0.04545454545454545,0.2
418,B,Flight,5,2,133,3,low,M,63,1218,1,0.00952380952380948,0.1666666666666666
419,C,Flight,5,2,178,3,low,M,48,4109,1,0.012499999999999982,0.1666666666666666
420,F,Flight,4,1,134,2,low,F,43,1714,1,0.01395348837209298,0.2
421,D,Flight,3,2,184,5,medium,F,58,2544,1,0.1034482758620688,0.25
422,F,Flight,4,1,251,2,medium,M,24,4554,1,0.12499999999999994,0.2
423,A,Flight,3,2,141,3,low,M,7,1933,1,0.2142857142857142,0.25
424,B,Flight,4,2,229,2,medium,M,45,3776,1,0.0666666666666666,0.2
425,C,Flight,4,2,203,4,low,M,34,3813,1,0.04411764705882345,0.2
426,F,Flight,4,2,158,3,medium,F,57,1796,1,0.0526315789473684,0.2
427,D,Flight,3,1,167,3,medium,M,52,1755,1,0.0576923076923076,0.25
428,F,Flight,5,3,197,4,low,F,40,1491,1,0.07500000000000001,0.1666666666666666
429,A,Ship,2,2,140,3,low,F,19,1806,1,0.03157894736842104,0.6666666666666666
430,B,Ship,5,2,205,2,medium,M,27,3569,1,0.111111111111111,0.3333333333333333
431,C,Ship,5,3,208,3,low,F,45,3914,1,0.0333333333333333,0.3333333333333333
432,F,Ship,4,1,96,3,low,M,22,5219,1,0.02727272727272724,0.4
433,D,Ship,6,2,205,3,low,F,44,2064,1,0.0681818181818181,0.2857142857142857
434,F,Ship,4,2,215,3,medium,F,48,2953,1,0.0624999999999999,0.4
435,A,Ship,4,2,216,3,low,F,43,2952,1,0.03488372093023245,0.4
436,B,Ship,3,1,112,2,high,M,22,1846,1,0.20454545454545445,0.5
437,C,Ship,5,1,222,3,low,F,20,3632,1,0.15000000000000002,0.3333333333333333
438,F,Ship,5,1,186,3,medium,F,15,2153,1,0.19999999999999996,0.3333333333333333
439,D,Ship,3,1,241,3,medium,M,48,4731,1,0.0624999999999999,0.5
440,F,Ship,3,1,172,3,low,F,58,1269,1,0.0258620689655172,0.5
441,A,Ship,3,2,251,2,high,M,23,2426,1,0.1956521739130434,0.5
442,B,Ship,5,1,190,3,high,M,45,2628,1,0.0999999999999999,0.3333333333333333
443,C,Ship,4,1,186,2,medium,F,48,2805,1,0.0624999999999999,0.4
444,F,Ship,4,1,207,2,medium,M,35,2596,1,0.08571428571428565,0.4
445,D,Ship,3,3,135,3,low,F,19,1366,1,0.0789473684210526,0.5
446,F,Ship,4,2,189,2,medium,F,18,1944,1,0.3333333333333333,0.4
447,A,Ship,4,1,173,5,medium,F,51,1691,1,0.023529411764705882,0.4
448,B,Ship,3,1,194,3,medium,M,3,2169,1,1.0,0.5
449,C,Ship,3,2,183,3,low,M,19,3018,1,0.1578947368421052,0.5
450,F,Ship,4,1,140,2,low,F,22,4526,1,0.02727272727272724,0.4
451,D,Ship,4,2,244,3,medium,F,55,4133,1,0.1090909090909089,0.4
452,F,Ship,2,3,189,4,low,M,34,3355,1,0.04411764705882345,0.6666666666666666
453,A,Ship,3,2,157,2,medium,M,53,2053,1,0.05660377358490555,0.5
454,B,Ship,4,1,275,10,medium,F,23,2726,1,0.13043478260869562,0.4
455,C,Ship,4,2,133,3,low,F,53,1467,1,0.0283018867924527,0.4
456,F,Ship,4,1,149,3,medium,M,54,1178,1,0.0555555555555555,0.4
457,D,Ship,3,1,254,2,high,M,17,1606,1,0.2647058823529411,0.5
458,F,Ship,3,1,145,8,low,F,15,1429,1,0.03999999999999996,0.5
459,A,Ship,3,1,179,5,low,F,52,4133,1,0.0288461538461538,0.5
460,B,Ship,5,2,168,3,low,M,26,1526,1,0.02307692307692304,0.3333333333333333
461,C,Ship,4,2,202,3,medium,F,18,3940,1,0.16666666666666666,0.4
462,F,Ship,3,2,220,7,low,M,43,2620,1,0.03488372093023245,0.5
463,D,Ship,3,2,244,8,low,M,1,2703,1,1.5,0.5
464,F,Ship,4,2,186,7,medium,F,40,3111,1,0.15000000000000002,0.4
465,A,Ship,5,3,263,8,medium,M,24,4867,1,0.12499999999999994,0.3333333333333333
466,B,Ship,3,1,294,4,low,F,15,1318,1,0.1999999999999998,0.5
467,C,Ship,3,2,226,2,medium,F,2,2917,1,3.0,0.5
468,F,Ship,4,1,173,5,medium,F,2,1175,1,1.5,0.4
469,D,Ship,3,2,194,3,medium,F,10,2277,1,0.30000000000000004,0.5
470,F,Ship,3,2,183,3,low,F,2,5409,1,1.5,0.5
471,A,Ship,4,2,140,2,low,M,61,3139,1,0.0245901639344262,0.4
472,B,Ship,4,2,244,3,medium,M,8,3318,1,0.375,0.4
473,C,Ship,2,2,189,4,low,M,9,1448,1,0.16666666666666666,0.6666666666666666
474,F,Ship,3,2,157,2,medium,F,39,1525,1,0.07692307692307679,0.5
475,D,Ship,4,1,275,10,medium,M,10,2093,1,0.6000000000000001,0.4
476,F,Ship,4,2,133,3,low,M,59,1092,1,0.025423728813559202,0.4
477,A,Ship,4,2,149,3,medium,M,26,3437,1,0.11538461538461535,0.4
478,B,Ship,3,1,254,2,high,F,41,3973,1,0.1097560975609755,0.5
479,C,Ship,3,2,145,8,low,F,24,5478,1,0.0624999999999999,0.5
480,F,Ship,3,2,179,5,low,M,56,5616,1,0.010714285714285681,0.5
481,D,Ship,5,1,168,3,low,F,13,1317,1,0.04615384615384614,0.3333333333333333
482,F,Ship,4,2,202,3,medium,F,46,3181,1,0.06521739130434781,0.4
483,A,Ship,3,1,220,7,low,M,25,2141,1,0.06,0.5
484,B,Ship,3,2,244,8,low,F,50,3562,1,0.03,0.5
485,C,Ship,4,2,186,7,medium,F,30,2062,1,0.0999999999999999,0.4
486,F,Ship,5,1,263,8,medium,F,9,2236,1,0.3333333333333333,0.3333333333333333
487,D,Ship,3,1,294,4,low,F,25,1498,1,0.06,0.5
488,F,Ship,4,2,139,3,low,F,56,1811,1,0.0267857142857142,0.4
489,A,Ship,7,1,192,3,low,M,46,1550,1,0.032608695652173905,0.25
490,B,Ship,3,2,235,3,low,M,5,3065,1,0.30000000000000004,0.5
491,C,Ship,2,2,176,3,low,F,15,1037,1,0.0999999999999999,0.6666666666666666
492,F,Ship,5,1,224,3,low,F,34,2627,1,0.04411764705882345,0.3333333333333333
493,D,Ship,3,1,128,3,medium,F,51,1524,1,0.058823529411764705,0.5
494,F,Ship,5,2,226,5,low,M,47,5063,1,0.0638297872340424,0.3333333333333333
495,A,Ship,5,1,160,5,medium,F,16,1526,1,0.07500000000000001,0.3333333333333333
496,B,Ship,3,1,197,5,low,M,45,2224,1,0.0666666666666666,0.5
497,C,Ship,4,2,216,3,low,F,12,2273,1,0.12499999999999994,0.4
498,F,Ship,4,2,199,2,low,M,9,2277,1,0.16666666666666666,0.4
499,D,Ship,5,2,271,2,low,M,27,4684,1,0.0555555555555555,0.3333333333333333
500,F,Ship,5,3,201,3,low,F,47,2657,1,0.0319148936170212,0.3333333333333333
501,A,Ship,3,1,212,2,low,M,33,2021,1,0.04545454545454545,0.5
502,B,Ship,3,2,177,3,low,M,10,1641,1,0.15000000000000002,0.5
503,C,Ship,3,1,191,4,medium,F,43,2903,1,0.06976744186046505,0.5
504,F,Ship,3,1,174,3,low,M,30,3261,1,0.04999999999999995,0.5
505,D,Ship,5,2,162,2,low,F,14,1045,1,0.042857142857142844,0.3333333333333333
506,F,Ship,3,2,219,2,low,F,39,1563,1,0.038461538461538394,0.5
507,A,Ship,4,1,155,3,medium,F,35,5860,1,0.08571428571428565,0.4
508,B,Ship,5,2,230,3,medium,F,3,2923,1,1.0,0.3333333333333333
509,C,Ship,4,1,192,2,medium,F,36,5677,1,0.08333333333333325,0.4
510,F,Ship,5,2,235,3,low,M,14,4498,1,0.1071428571428571,0.3333333333333333
511,D,Ship,3,1,200,3,low,M,46,3642,1,0.032608695652173905,0.5
512,F,Ship,5,3,172,3,medium,M,65,2446,1,0.04615384615384605,0.3333333333333333
513,A,Ship,5,1,160,4,low,F,6,1603,1,0.2499999999999999,0.3333333333333333
514,B,Ship,5,2,250,5,low,M,12,2722,1,0.2499999999999999,0.3333333333333333
515,C,Ship,4,2,174,3,low,M,9,4656,1,0.06666666666666667,0.4
516,F,Ship,3,1,204,3,high,F,54,3608,1,0.08333333333333325,0.5
517,D,Ship,3,2,274,3,medium,F,51,4091,1,0.058823529411764705,0.5
518,F,Ship,5,2,262,2,medium,F,62,3744,1,0.09677419354838698,0.3333333333333333
519,A,Ship,4,1,138,3,medium,M,23,1785,1,0.13043478260869562,0.4
520,B,Ship,3,1,215,3,medium,F,2,5184,1,1.5,0.5
521,C,Ship,3,2,145,2,low,F,34,4663,1,0.01764705882352938,0.5
522,F,Road,4,2,149,2,medium,M,56,1141,1,0.05357142857142855,0.6
523,D,Road,6,1,212,2,medium,M,38,1211,1,0.0789473684210526,0.4285714285714285
524,F,Road,3,1,155,3,medium,F,47,1193,1,0.06382978723404255,0.75
525,A,Road,5,1,154,3,low,M,40,1238,1,0.015000000000000003,0.5
526,B,Road,3,1,249,3,medium,M,51,2173,1,0.058823529411764705,0.75
527,C,Road,5,2,206,2,low,M,2,1943,1,1.5,0.5
528,F,Road,4,3,235,3,medium,F,22,2015,1,0.13636363636363635,0.6
529,D,Road,5,1,261,3,medium,F,8,3257,1,0.375,0.5
530,F,Road,6,1,243,4,high,F,22,3537,1,0.20454545454545445,0.4285714285714285
531,A,Road,3,1,237,2,high,M,26,3103,1,0.17307692307692293,0.75
532,B,Road,2,2,179,2,low,F,19,4758,1,0.0789473684210526,1.0
533,C,Road,4,2,192,3,low,F,43,3498,1,0.03488372093023245,0.6
534,F,Road,3,2,141,3,medium,F,39,1838,1,0.07692307692307679,0.75
535,D,Road,3,1,245,3,low,F,61,5340,1,0.0491803278688524,0.75
536,F,Road,4,2,177,4,medium,F,32,1774,1,0.09375,0.6
537,A,Road,2,1,154,4,high,F,17,1390,1,0.10588235294117646,1.0
538,B,Road,4,2,228,3,medium,F,12,5929,1,0.2499999999999999,0.6
539,C,Road,3,2,207,6,high,F,24,3702,1,0.1875,0.75
540,F,Road,4,1,266,4,medium,F,33,1226,1,0.0909090909090909,0.6
541,D,Road,3,1,172,3,medium,F,42,1707,1,0.02857142857142856,0.75
542,F,Road,4,3,142,3,low,F,35,1512,1,0.04285714285714275,0.6
543,A,Road,4,1,218,3,low,F,40,3200,1,0.07500000000000001,0.6
544,B,Flight,3,2,231,2,low,M,46,2962,1,0.06521739130434781,0.25
545,C,Flight,4,1,180,3,low,F,47,1434,1,0.0319148936170212,0.2
546,F,Flight,3,1,168,3,low,M,46,1563,1,0.032608695652173905,0.25
547,D,Flight,5,2,147,4,high,F,42,1642,1,0.1071428571428571,0.1666666666666666
548,F,Flight,5,2,245,5,low,M,6,3592,1,0.4999999999999998,0.1666666666666666
549,A,Flight,2,2,182,3,medium,M,47,3792,1,0.1276595744680851,0.3333333333333333
550,B,Flight,3,1,176,3,medium,F,8,1567,1,0.375,0.25
551,C,Flight,5,2,197,4,medium,F,51,1890,1,0.11764705882352941,0.1666666666666666
552,F,Flight,3,1,233,3,medium,M,52,3519,1,0.1153846153846152,0.25
553,D,Flight,3,2,156,2,low,M,8,1145,1,0.1875,0.25
554,F,Flight,2,1,257,4,medium,F,52,2073,1,0.0576923076923076,0.3333333333333333
555,A,Flight,5,1,250,3,low,F,11,3373,1,0.13636363636363635,0.1666666666666666
556,B,Flight,5,2,189,5,low,M,3,3301,1,0.5,0.1666666666666666
557,C,Flight,3,2,255,2,high,M,7,5979,1,0.6428571428571428,0.25
558,F,Flight,2,2,198,2,medium,M,28,3514,1,0.1071428571428571,0.3333333333333333
559,D,Flight,4,1,164,3,medium,M,15,1489,1,0.07999999999999999,0.2
560,F,Flight,5,2,271,3,medium,M,32,1101,1,0.1875,0.1666666666666666
561,A,Flight,3,1,185,2,medium,F,34,3299,1,0.08823529411764705,0.25
562,B,Flight,2,1,157,6,high,F,17,1764,1,0.2647058823529411,0.3333333333333333
563,C,Flight,3,2,137,2,medium,M,17,1673,1,0.1764705882352941,0.25
564,F,Flight,3,1,229,3,low,M,14,2999,1,0.1071428571428571,0.25
565,D,Flight,3,2,234,2,medium,F,39,3840,1,0.07692307692307679,0.25
566,F,Ship,4,2,216,2,low,M,52,1266,1,0.0288461538461538,0.4
567,A,Ship,3,3,163,4,low,F,20,4085,1,0.07500000000000001,0.5
568,B,Ship,5,2,268,3,low,M,19,4183,1,0.0789473684210526,0.3333333333333333
569,C,Ship,3,1,205,5,medium,M,35,2988,1,0.1714285714285713,0.5
570,F,Ship,4,2,265,2,medium,F,18,2969,1,0.16666666666666666,0.4
571,D,Ship,2,1,236,3,medium,M,3,3416,1,2.0,0.6666666666666666
572,F,Ship,4,2,132,3,low,M,63,1901,1,0.023809523809523697,0.4
573,A,Ship,3,2,234,2,medium,M,46,3108,1,0.06521739130434781,0.5
574,B,Ship,4,1,108,6,low,F,22,1275,1,0.02727272727272724,0.4
575,C,Ship,4,2,276,2,low,M,54,3706,1,0.02777777777777775,0.4
576,F,Ship,4,1,179,4,low,M,1,4592,1,1.5,0.4
577,D,Ship,4,1,230,3,medium,M,40,2225,1,0.15000000000000002,0.4
578,F,Ship,3,2,210,3,medium,F,43,4534,1,0.06976744186046505,0.5
579,A,Ship,3,1,173,3,low,F,15,5213,1,0.0999999999999999,0.5
580,B,Ship,2,2,201,3,medium,F,29,4578,1,0.10344827586206895,0.6666666666666666
581,C,Ship,3,2,214,2,low,M,21,3342,1,0.1428571428571428,0.5
582,F,Ship,4,2,216,2,medium,F,22,3024,1,0.13636363636363635,0.4
583,D,Ship,2,2,144,3,medium,M,61,1199,1,0.01967213114754096,0.6666666666666666
584,F,Ship,5,1,182,3,medium,F,27,2568,1,0.222222222222222,0.3333333333333333
585,A,Ship,3,2,163,2,medium,F,48,1369,1,0.0624999999999999,0.5
586,B,Ship,3,1,234,3,medium,F,8,1105,1,0.75,0.5
587,C,Ship,3,1,158,3,high,F,59,1307,1,0.0762711864406779,0.5
588,F,Ship,3,1,194,2,medium,M,4,3496,1,0.75,0.5
589,D,Ship,3,2,201,6,medium,F,3,2497,1,1.0,0.5
590,F,Ship,3,2,178,2,medium,F,59,5931,1,0.05084745762711855,0.5
591,A,Ship,4,1,214,5,medium,M,51,2669,1,0.058823529411764705,0.4
592,B,Ship,3,1,281,2,medium,M,55,3047,1,0.05454545454545445,0.5
593,C,Ship,3,2,260,3,medium,F,2,2176,1,1.5,0.5
594,F,Ship,3,2,200,2,medium,F,46,3174,1,0.06521739130434781,0.5
595,D,Ship,5,1,209,2,high,F,49,5983,1,0.09183673469387744,0.3333333333333333
596,F,Ship,3,2,185,3,low,M,61,4764,1,0.0245901639344262,0.5
597,A,Ship,4,2,230,3,low,F,62,2323,1,0.024193548387096746,0.4
598,B,Ship,3,1,134,3,medium,F,31,5464,1,0.09677419354838698,0.5
599,C,Ship,4,2,270,2,low,F,34,3725,1,0.0882352941176469,0.4
600,F,Ship,4,1,140,3,medium,F,1,3580,1,1.2000000000000002,0.4
601,D,Ship,6,1,133,5,medium,M,32,1367,1,0.09375,0.2857142857142857
602,F,Ship,3,2,145,3,medium,M,44,1218,1,0.02727272727272724,0.5
603,A,Ship,4,1,206,3,medium,M,58,2135,1,0.0517241379310344,0.4
604,B,Ship,3,2,162,2,low,F,52,1125,1,0.0288461538461538,0.5
605,C,Ship,4,2,187,2,low,F,58,3665,1,0.0517241379310344,0.4
606,F,Ship,4,1,166,5,low,F,54,4260,1,0.02777777777777775,0.4
607,D,Ship,4,2,178,3,low,F,48,5834,1,0.012499999999999982,0.4
608,F,Ship,3,1,167,2,high,F,34,1967,1,0.1323529411764705,0.5
609,A,Ship,4,1,224,3,high,M,60,5032,1,0.07500000000000001,0.4
610,B,Ship,4,1,158,3,medium,M,11,3403,1,0.10909090909090909,0.4
611,C,Ship,3,1,134,2,medium,M,43,1198,1,0.06976744186046505,0.5
612,F,Ship,4,1,147,2,medium,F,20,1387,1,0.15000000000000002,0.4
613,D,Ship,4,1,187,3,low,M,61,2207,1,0.0491803278688524,0.4
614,F,Ship,4,2,247,2,medium,F,18,2404,1,0.16666666666666666,0.4
615,A,Ship,5,2,182,4,high,M,20,1305,1,0.22499999999999998,0.3333333333333333
616,B,Ship,4,2,177,4,medium,F,33,3482,1,0.0909090909090909,0.4
617,C,Ship,5,1,143,2,high,F,18,1066,1,0.2499999999999999,0.3333333333333333
618,F,Ship,5,1,245,2,medium,F,8,3231,1,0.375,0.3333333333333333
619,D,Ship,4,1,133,4,medium,M,64,4375,1,0.018750000000000003,0.4
620,F,Ship,3,1,224,2,low,M,13,1216,1,0.2307692307692307,0.5
621,A,Ship,2,3,265,2,low,F,50,3859,1,0.03,0.6666666666666666
622,B,Ship,4,2,138,2,low,M,28,5637,1,0.05357142857142855,0.4
623,C,Ship,3,1,253,3,low,M,6,3788,1,0.2499999999999999,0.5
624,F,Ship,4,1,165,3,medium,M,51,1293,1,0.058823529411764705,0.4
625,D,Ship,4,1,265,3,low,F,65,3261,1,0.02307692307692295,0.4
626,F,Ship,3,2,238,3,high,F,54,3142,1,0.08333333333333325,0.5
627,A,Ship,5,1,236,3,low,F,51,3402,1,0.058823529411764705,0.3333333333333333
628,B,Ship,4,3,190,5,high,F,38,3022,1,0.1184210526315789,0.4
629,C,Ship,6,1,104,4,medium,F,23,1442,1,0.13043478260869562,0.2857142857142857
630,F,Ship,4,1,245,2,low,F,19,2616,1,0.0789473684210526,0.4
631,D,Ship,3,1,155,3,medium,F,27,4305,1,0.111111111111111,0.5
632,F,Ship,3,2,233,3,low,M,63,2143,1,0.023809523809523697,0.5
633,A,Ship,4,1,171,4,low,F,55,1539,1,0.02727272727272715,0.4
634,B,Ship,2,2,164,2,low,M,56,1584,1,0.010714285714285681,0.6666666666666666
635,C,Ship,3,2,141,3,low,M,6,4251,1,0.2499999999999999,0.5
636,F,Ship,5,2,266,2,low,F,61,2118,1,0.0245901639344262,0.3333333333333333
637,D,Ship,3,2,192,2,low,F,56,2624,1,0.0535714285714284,0.5
638,F,Ship,3,1,229,6,medium,F,61,5068,1,0.0491803278688524,0.5
639,A,Ship,6,1,269,4,medium,M,38,3171,1,0.1578947368421052,0.2857142857142857
640,B,Ship,3,1,247,4,low,M,59,2939,1,0.025423728813559202,0.5
641,C,Ship,4,2,157,2,low,F,2,1087,1,0.75,0.4
642,F,Ship,3,2,148,3,medium,F,64,5197,1,0.018750000000000003,0.5
643,D,Ship,4,1,240,2,low,M,14,2437,1,0.2142857142857142,0.4
644,F,Ship,4,2,197,4,medium,M,58,3617,1,0.1034482758620688,0.4
645,A,Ship,6,1,121,5,low,M,23,1734,1,0.026086956521739126,0.2857142857142857
646,B,Ship,4,1,124,3,high,M,60,4169,1,0.030000000000000006,0.4
647,C,Ship,4,1,153,3,medium,F,53,1185,1,0.05660377358490555,0.4
648,F,Ship,5,2,105,4,high,M,1,1622,1,4.5,0.3333333333333333
649,D,Ship,4,2,202,3,medium,M,2,3962,1,1.5,0.4
650,F,Ship,5,1,162,2,low,F,54,1635,1,0.0111111111111111,0.3333333333333333
651,A,Ship,3,2,164,3,medium,M,13,4549,1,0.2307692307692307,0.5
652,B,Ship,3,2,231,4,medium,M,48,5627,1,0.0624999999999999,0.5
653,C,Ship,5,3,209,4,medium,F,12,2933,1,0.2499999999999999,0.3333333333333333
654,F,Ship,3,1,157,2,high,M,19,4287,1,0.09473684210526312,0.5
655,D,Ship,4,1,249,2,low,M,4,2725,1,0.375,0.4
656,F,Ship,2,3,264,2,low,F,63,2896,1,0.023809523809523697,0.6666666666666666
657,A,Ship,3,2,111,4,low,M,61,1232,1,0.0245901639344262,0.5
658,B,Ship,3,1,242,3,medium,F,10,3606,1,0.30000000000000004,0.5
659,C,Road,4,2,169,3,low,M,23,1058,1,0.06521739130434781,0.6
660,F,Road,5,2,138,2,low,M,13,1944,1,0.11538461538461535,0.5
661,D,Road,5,2,158,3,low,M,9,1483,1,0.16666666666666666,0.5
662,F,Road,5,1,146,4,low,M,5,1718,1,0.30000000000000004,0.5
663,A,Road,4,2,218,5,medium,F,36,4638,1,0.08333333333333325,0.6
664,B,Road,3,1,178,2,medium,F,22,4893,1,0.13636363636363635,0.75
665,C,Road,4,1,197,3,low,F,34,3784,1,0.0882352941176469,0.6
666,F,Road,3,2,243,2,medium,M,17,3230,1,0.3529411764705882,0.75
667,D,Road,5,1,254,4,high,M,37,2608,1,0.243243243243243,0.5
668,F,Road,3,2,237,4,low,M,33,3441,1,0.04545454545454545,0.75
669,A,Road,5,2,179,3,low,F,62,1046,1,0.024193548387096746,0.5
670,B,Road,3,1,189,3,medium,M,38,2108,1,0.0789473684210526,0.75
671,C,Road,4,1,244,3,medium,M,1,4983,1,3.0,0.6
